,Player,Mins,Rating,Market Value,Fee,Class
1147,Anthony Briancon,2927,6.88,73.07398162979752,0.0,1
1148,Issiaga Sylla,1995,6.88,70.86078404200447,0.0,1
1149,Pedro Rebocho,3240,6.87,74.32505555305414,0.0,1
1150,Dante,3227,6.87,74.29418477125017,0.0,1
1151,Pierrick Capelle,1845,6.87,71.01238319793475,0.0,1
1152,Ramy Bensebaini,2154,6.86,72.25395841909784,0.0,0
1153,Christopher Jullien,3016,6.86,74.30092872025403,0.0,0
1154,Stéphane Ruffier,3330,6.86,75.04657683459635,0.0,1
1155,Pierre Lees-Melou,2393,6.85,73.32930635362419,0.0,1
1156,Radamel Falcao,2565,6.85,73.73775054364609,0.0,1
1157,Sofiane Alakouch,1901,6.85,72.16096599611967,0.0,1
1158,Félix Eboa Eboa,2427,6.85,73.4100453214192,0.0,1
1159,Otávio,2880,6.85,74.48577333351176,0.0,1
1160,Thomas Monconduit,2821,6.84,74.85346796206977,0.0,1
1161,Björn Engels,2970,6.83,75.71509509949158,0.0,0
1162,Enock Kwateng,2040,6.83,73.50664686274536,0.0,0
1163,Andrei Girotto,1478,6.83,72.17207921860404,0.0,1
1164,Ibrahima SissokoStrasbourg,2669,6.82,75.50811825139101,0.0,1
1165,Hilton,3233,6.82,76.8474352465791,0.0,1
1166,Júlio Tavares,2804,6.82,75.82869944704771,0.0,1
1167,Brice Samba,3420,6.81,77.79930005388951,0.0,1
1168,in Thomas,2395,6.81,75.36525764242185,0.0,1
1169,Kamil Glik,2970,6.81,76.73069606836708,0.0,1
1170,Alphonse Areola,1890,6.8,74.67384698755109,0.0,1
1171,Ludovic Butelle,3240,6.8,77.87965894411826,0.0,1
1172,Daniel Congré,3293,6.8,78.00551674685755,0.0,1
1173,Nuno da CostaStrasbourg,2055,6.8,75.06566844890932,0.0,1
1174,Valère Germain,2170,6.8,75.33875613409833,0.0,1
1175,Adrien Tameze,2951,6.8,77.19337771786053,0.0,1
1176,Baptiste Santamaría,3248,6.79,78.40645683274306,0.0,1
1177,Mathieu Cafaro,2103,6.79,75.68745335846938,0.0,1
1178,Mexer,2472,6.78,77.07150911103548,0.0,0
1179,Hamari Traoré,2973,6.77,78.76902203268821,0.0,1
1180,Ambroise Oyongo,2141,6.77,76.7932919972335,0.0,1
1181,Fouad Chafik,1854,6.77,76.11176012202253,0.0,1
1182,Jordan Lefort,1805,6.76,76.5032015058145,0.0,1
1183,Anthony GonçalvesStrasbourg,1061,6.75,75.24424340085511,0.0,1
1184,Paul Bernardoni,3420,6.75,80.84610296051585,0.0,1
1185,Benoit Costil,3330,6.74,81.14018264784909,0.0,1
1186,Jordan Ferri,1877,6.74,77.68977911237346,0.0,0
1187,Lima,2495,6.74,79.15732858582419,0.0,1
1188,Nicolas Benezet,1667,6.74,77.19109725246301,0.0,1
1189,Valentin Rosier,1458,6.74,76.69479006807592,0.0,0
1190,Remi Oudin,2627,6.74,79.47078575491076,0.0,1
1191,Robert Beric,1172,6.74,76.01563286838837,0.0,1
1192,Sada Thioub,2482,6.73,79.63425828845794,0.0,0
1193,Mehdi Abeid,2027,6.73,78.55378092531862,0.0,0
1194,Timothée Kolodziejczak,3184,6.73,81.30128050587285,0.0,1
1195,Maxime Poundjé,2536,6.72,80.27029125115843,0.0,1
1196,Kalifa Coulibaly,1751,6.72,78.40617096530269,0.0,1
1197,in Hamouma,1595,6.72,78.03572158365495,0.0,1
1198,Luiz Gustavo,2434,6.72,80.02807434777333,0.0,0
1199,Wesley Lautoa,3025,6.72,81.43150758209276,0.0,1
1200,Lionel CaroleStrasbourg,1728,6.71,78.8593539127026,0.0,1
1201,Abdoulaye Bamba,2574,6.71,80.8683294054847,0.0,1
1202,Maxime Lopez,2188,6.71,79.95170465345882,0.0,1
1203,Mateo Pavlovic,2491,6.71,80.67123133704388,0.0,1
1204,Matz SelsStrasbourg,3330,6.71,82.66358410116231,0.0,1
1205,Ciprian Tatarusanu,2391,6.71,80.4337637847056,0.0,0
1206,Adrien ThomassonStrasbourg,2490,6.7,81.17665714595825,0.0,1
1207,Alexis Blin,1999,6.7,80.01069146397714,0.0,0
1208,Dimitri LienardStrasbourg,1292,6.7,78.33179586894528,0.0,1
1209,Jemerson,2226,6.69,81.05754329222282,0.0,1
1210,Ludovic Blas,2379,6.69,81.42086864730044,0.0,1
1211,Lucas Deaux,1197,6.69,78.61400217866162,0.0,1
1212,Paul Baysse,1789,6.69,80.01981008850441,0.0,1
1213,Anthony CaciStrasbourg,2301,6.68,81.74344444091435,0.0,1
1214,Angelo Fulgini,1637,6.67,80.67446037782571,0.0,1
1215,Antonin Bobichon,2155,6.67,81.90454229893811,0.0,0
1216,Lukas Lerager,1300,6.67,79.87419472644558,0.0,0
1217,Kelvin Amian,2880,6.66,84.13398253782856,0.0,1
1218,François Moubandje,1935,6.65,82.39771465266926,0.0,0
1219,Benjamin Jeannot,1448,6.64,81.74904815721948,0.0,0
1220,Benjamin Jeannot,1448,6.64,81.74904815721948,0.0,0
1221,Faitout Maouassa,2138,6.64,83.38757426835377,0.0,1
1222,Cédric Yambéré,2803,6.64,84.96673349140355,0.0,0
1223,Oussama Haddadi,2678,6.64,84.66989905098063,0.0,0
1224,Kévin Monnet-Paquet,1483,6.64,81.83216180053785,0.0,1
1225,Pierre-Yves Polomat,949,6.63,81.07188555548902,0.0,0
1226,John Stiven Mendoza,1884,6.63,83.29220716985219,0.0,1
1227,Adrien Hunou,1241,6.62,82.2730912927546,0.0,1
1228,Régis Gurtner,3420,6.62,87.44750925820637,0.0,1
1229,Neven Subotic,2153,6.61,84.94659585451768,0.0,0
1230,Arnaud Nordin,1048,6.61,82.32257940117938,0.0,1
1231,Rachid Alioui,1239,6.61,82.77614242614555,0.0,0
1232,Diego Benaglio,2057,6.61,84.71862700427295,0.0,1
1233,Fabio,1287,6.6,83.39792733570573,0.0,1
1234,Andreas Cornelius,783,6.6,82.20109087192066,0.0,1
1235,Younousse Sankharé,1482,6.59,84.36878954720316,0.0,1
1236,Nicolas de Preville,1270,6.59,83.86535833624595,0.0,1
1237,Gabriel Silva,1433,6.59,84.25243044655736,0.0,1
1238,Tristan Dingome,1356,6.58,84.57738091569462,0.0,1
1239,Djibril Sidibé,2072,6.58,86.27764859043691,0.0,1
1240,Stefan MitrovicStrasbourg,3028,6.58,88.54783839079113,0.0,1
1241,Jimmy Durmaz,1905,6.58,85.88107777803191,0.0,0
1242,Gabriel Boschilia,1322,6.57,85.00444243233727,0.0,1
1243,Moussa Konaté,1882,6.57,86.33426072543176,0.0,1
1244,Marc-Aurèle Caillard,1890,6.57,86.35325812961884,0.0,1
1245,Jordan Marié,1805,6.56,86.65921119456908,0.0,1
1246,Lebogang Phiri,1932,6.56,86.9607949860387,0.0,1
1247,Prince,2622,6.55,89.10712158161078,0.0,1
1248,Bakaye Dibassy,2941,6.55,89.86464307357,0.0,1
1249,Lebo MothibaStrasbourg,1769,6.55,87.08152336016497,0.0,1
1250,Ismael Traoré,2636,6.55,89.14036703893811,0.0,1
1251,Yannis Salibur,883,6.54,85.48536133088533,0.0,1
1252,Kalidou Sidibe,1271,6.54,86.40673543395792,0.0,1
1253,Claudio Beauvue,1498,6.54,86.94578677776587,0.0,1
1254,Majeed Waris,2256,6.54,88.74579082449026,0.0,1
1255,Pablo Chavarria,1978,6.53,88.5934315134275,0.0,1
1256,Yaya Sanogo,1243,6.53,86.84804500374094,0.0,1
1257,Tomás Koubek,2925,6.53,90.84224923407129,0.0,1
1258,in Del Castillo,1339,6.52,87.58381433842351,0.0,1
1259,Baptiste Guillaume,1189,6.52,87.22761300991601,0.0,1
1260,Paul Lasne,1781,6.51,89.14122140419653,0.0,0
1261,Wesley Said,2261,6.51,90.28106565542043,0.0,1
1262,Gaetan Paquiez,1326,6.51,88.0607440410572,0.0,1
1263,Lamine KonéStrasbourg,2148,6.51,90.01272732127813,0.0,1
1264,Khaled Adénon,1996,6.51,89.65177664172393,0.0,0
1265,Jérémy Sorbon,2644,6.5,91.69836686531386,0.0,1
1266,Jaroslav Plasil,1445,6.5,88.85113091277753,0.0,0
1267,Lois Diony,1598,6.49,89.72225675229282,0.0,2
1268,Emil Krafth,2973,6.49,92.98743559694458,0.0,0
1269,Emil Krafth,2973,6.49,92.98743559694458,0.0,0
1270,in Amalfitano,2530,6.48,92.44325482452359,0.0,2
1271,Steve Mandanda,2737,6.48,92.93481265786386,0.0,2
1272,Cheick Traoré,1505,6.48,90.00921241305593,0.0,2
1273,Christophe Kerbrat,2098,6.47,91.92519548285986,0.0,2
1274,Suk Hyun-Jun,785,6.47,88.80724652065788,0.0,2
1275,Rui Fonte,620,6.47,88.41542505929965,0.0,2
1276,Eddy Gnahore,2244,6.47,92.27189810927382,0.0,2
1277,Jessy Deminguet,1275,6.46,90.4786380115533,0.0,2
1278,Thomas Mangani,1598,6.46,91.24565820560605,0.0,2
1279,Malik Tchokounte,1468,6.46,90.93695038756624,0.0,2
1280,Samuel Moutoussamy,1652,6.45,91.88169116830647,0.0,2
1281,Saif-Eddine Khaoui,1362,6.44,91.70083575096311,0.0,2
1282,Benoit Badiashile Mukinayi,1763,6.44,92.65308063583973,0.0,2
1283,Étienne Didot,2106,6.42,94.48319530923561,0.0,2
1284,Mehdi Zeffane,1215,6.41,92.87515990233902,0.0,0
1285,Marcus Coco,1841,6.41,94.36170677997683,0.0,2
1286,Luiz Araújo,768,6.41,91.81367994338677,0.0,2
1287,Yannick Cahuzac,1428,6.4,93.88876627325726,0.0,0
1288,Umut Bozok,1241,6.4,93.44470195038463,0.0,0
1289,Jeremy Gelin,1270,6.39,94.02136802500053,0.0,2
1290,James Lea Siliki,1219,6.39,93.900259573308,0.0,2
1291,Kévin ZohiStrasbourg,623,6.39,92.48495296137168,0.0,2
1292,Bassem Srarfi,813,6.38,93.44394179525216,0.0,2
1293,Chang-Hoon Kwon,936,6.37,94.24382736906603,0.0,2
1294,Theo Valls,1772,6.36,96.736856591052,0.0,2
1295,Thiago Maia,1015,6.36,94.93922721985098,0.0,2
1296,Yoel Armougom,1850,6.36,96.92208128187588,0.0,2
1297,Remi Walter,828,6.35,95.00296338141612,0.0,2
1298,Jean-Victor Makengo,1025,6.35,95.4707744595226,0.0,2
1299,Ismaël Diomandé,1297,6.31,98.14788813963372,0.0,2
1300,Jordan Ikoko,1707,6.29,100.13710607309622,0.0,2
1301,Mathieu Bodmer,1065,6.29,98.61256438708426,0.0,2
1302,Florent Balmont,1083,6.28,99.1631090309429,0.0,2
1303,Corentin Jean,623,6.26,99.08635925906219,0.0,2
1304,Wilfried Kanga,483,6.24,99.76950565466399,0.0,2
1305,Cristian,359,6.17,103.02964928082861,0.0,2
1306,Thiago Alcántara,2409,7.59,35.79006531360619,0.0,1
1307,Lukasz Piszczek,1759,7.41,43.38693494328635,0.0,1
1308,Daniel Caligiuri ,2760,7.28,52.3653914398833,0.0,1
1309,Max Kruse,2837,7.23,55.08724387737243,0.0,0
1310,Nils Petersen,1930,7.11,59.02701899091676,0.0,1
1311,William,2676,7.09,61.814127900235974,0.0,1
1312,Salif Sané ,2613,7.06,63.187924795576066,0.0,1
1313,Theodor Gebre Selassie,2815,7.03,65.19101070461267,0.0,1
1314,Raphael Guerreiro,1532,7.02,62.65210249254994,0.0,1
1315,Bastian Oczipka ,1876,7.0,64.48459184146907,0.0,1
1316,Michael Esser ,2880,6.98,67.88436703582119,0.0,1
1317,Aarón Martín ,2879,6.98,67.88199236029777,0.0,1
1318,Josuha Guilavogui,1572,6.97,65.28609193567388,0.0,1
1319,Julian Baumgartlinger,1557,6.96,65.75827228726081,0.0,1
1320,Maximilian Mittelstädt,1802,6.96,66.34006779048968,0.0,1
1321,Admir Mehmedi,1701,6.96,66.100225562628,0.0,1
1322,Lars Bender,1367,6.95,65.81488442225577,0.0,1
1323,Lars Stindl,1513,6.93,67.17718801754518,0.0,1
1324,Jean-Philippe Mateta ,2495,6.93,69.50911938150733,0.0,1
1325,Péter Gulácsi,2926,6.93,70.53260453208543,0.0,1
1326,Jonathan Schmid,2520,6.93,69.56848626959192,0.0,0
1327,Pavel Kaderábek,2509,6.92,70.05016532327244,0.0,1
1328,Jean-Paul Boëtius ,2130,6.9,70.16576426878567,0.0,1
1329,Janik Haberer,2343,6.89,71.17937063970408,0.0,1
1330,Rani Khedira,2627,6.89,71.85377848834486,0.0,1
1331,Yann Sommer,3060,6.88,73.38981347440745,0.0,1
1332,Sven Bender,1995,6.87,71.36858452644219,0.0,1
1333,Martin Hinteregger,1576,6.87,70.37359548214471,0.0,0
1334,Stefan Bell ,2250,6.87,71.97412678490491,0.0,1
1335,Makoto Hasebe,2520,6.87,72.61528917621831,0.0,1
1336,Robin Knoche,2790,6.86,73.76425205196949,0.0,1
1337,Alfred Finnbogason,1346,6.85,70.84302108064207,0.0,1
1338,Ewerton,1342,6.85,70.83352237854854,0.0,1
1339,Kevin Trapp,2938,6.84,75.13130499830561,0.0,0
1340,Salomon Kalou,2327,6.83,74.18817873795626,0.0,1
1341,Koen Casteels,2296,6.83,74.11456379673137,0.0,1
1342,Weston McKennie ,1746,6.82,73.3162927433084,0.0,1
1343,Stefan Posch,1404,6.82,72.50415371431143,0.0,1
1344,Dodi Lukébakio,1978,6.82,73.8672174647333,0.0,1
1345,Kaan Ayhan,2451,6.81,75.49823947173127,0.0,1
1346,Karim Onisiwo ,1153,6.81,72.41591064238003,0.0,1
1347,Pirmin Schwegler ,2081,6.8,75.12741001251726,0.0,1
1348,Jonathan de Guzmán,1564,6.79,74.40750325136594,0.0,1
1349,John Brooks,2610,6.78,77.39921433326236,0.0,1
1350,Timo Baumgartl,1620,6.78,75.04828556511308,0.0,1
1351,Matheus Pereira,1237,6.77,74.64658532409516,0.0,1
1352,Franck Ribéry,1168,6.77,74.48273271298171,0.0,0
1353,Alassane Pléa,2509,6.77,77.66717258983846,0.0,1
1354,Ludwig Augustinsson,3028,6.76,79.407429670912,0.0,1
1355,Ermin Bicakcic,1788,6.76,76.46283202191694,0.0,1
1356,Gian-Luca Waldschmidt,1719,6.75,76.80677989524122,0.0,1
1357,Jonas Hofmann,1917,6.75,77.27696564887106,0.0,1
1358,David Abraham,1422,6.75,76.10150126479641,0.0,1
1359,Niko Gießelmann,2593,6.75,78.88224630267803,0.0,1
1360,Evan Ndicka,2302,6.74,78.69901620981125,0.0,1
1361,Breel Embolo ,1351,6.74,76.44069978707392,0.0,1
1362,Nicolás González,2164,6.74,78.37131098758442,0.0,1
1363,Oliver Fink,1058,6.74,75.74491985872271,0.0,1
1364,Oliver Baumann,2970,6.73,80.79309994386887,0.0,1
1365,Hendrik Weydandt ,1720,6.73,77.82475553964002,0.0,1
1366,Walace ,1998,6.73,78.4849153351405,0.0,1
1367,Nabil Bentaleb ,1792,6.73,77.99573217732359,0.0,1
1368,Jeffrey Gouweleeuw,2093,6.72,79.21830999429972,0.0,1
1369,Emiliano Insúa,2119,6.72,79.28005155790765,0.0,1
1370,Rune Jarstein,2746,6.72,80.76897311106887,0.0,1
1371,Waldemar Anton ,3060,6.72,81.51462122541113,0.0,1
1372,Michael Rensing,2880,6.71,81.59498011563994,0.0,1
1373,Christoph Kramer,1136,6.71,77.45354600285981,0.0,1
1374,Oscar Wendt,2730,6.71,81.23877878713245,0.0,1
1375,Michael Gregoritsch,2494,6.71,80.67835536361406,0.0,1
1376,Ralf Fährmann ,1469,6.71,78.2443129521464,0.0,1
1377,Jean-Philippe Gbamin ,2674,6.7,81.6135974422607,0.0,1
1378,Jirí Pavlenka,2979,6.7,82.33787347689258,0.0,1
1379,Aleksandar Dragovic,1333,6.7,78.42915756540401,0.0,1
1380,Marco Richter,1433,6.7,78.66662511774229,0.0,1
1381,Genki Haraguchi ,2127,6.7,80.31464993097018,0.0,1
1382,Pierre Kunde ,1913,6.69,80.31426985340391,0.0,1
1383,Ádám Szalai,1621,6.69,79.62086460057606,0.0,0
1384,Tobias Strobl,2295,6.69,81.22139590333626,0.0,1
1385,Yannick Gerhardt,2462,6.69,81.6179667157412,0.0,1
1386,Danny Latza ,1873,6.69,80.2192828324686,0.0,1
1387,Mathew Leckie,940,6.68,78.51151105358997,0.0,1
1388,Vedad Ibisevic,1826,6.68,80.61547356730739,0.0,1
1389,Kevin Danso,1249,6.68,79.24528579031534,0.0,1
1390,Amine Harit ,1083,6.68,78.85108965343375,0.0,1
1391,Benjamin Stambouli ,1763,6.68,80.46586900933426,0.0,1
1392,Rouwen Hennings,1832,6.68,80.62972162044764,0.0,1
1393,Nicolas Höfler,1616,6.67,80.62459219183467,0.0,1
1394,Niklas Moisander,2639,6.66,83.56168573669322,0.0,1
1395,Alexander Schwolow,2970,6.66,84.34770333493299,0.0,1
1396,Moussa Niakhaté ,2790,6.66,83.92026174072407,0.0,1
1397,Robin Quaison ,2204,6.65,83.03650236845931,0.0,1
1398,Fabian Lustenberger,2171,6.65,82.95813807618765,0.0,0
1399,Marvin Plattenhardt,1926,6.64,82.88414305739656,0.0,1
1400,Gelson Fernandes,2236,6.64,83.62029246964534,0.0,1
1401,Georg Margreitter,2059,6.63,83.70777538644427,0.0,1
1402,Daniel Brosinski ,2206,6.63,84.05685268838158,0.0,1
1403,Eduard Löwen,1622,6.62,83.17784266716353,0.0,1
1404,n Bürki,2880,6.62,86.16518447557951,0.0,1
1405,Sebastian Langkamp,1411,6.62,82.67678613172973,0.0,1
1406,Lukás Hrádecky,2880,6.61,86.67298496001723,0.0,1
1407,Daniel Baier,2824,6.61,86.54000313070776,0.0,1
1408,Reiss Nelson,630,6.61,81.32996503240525,0.0,1
1409,Robin Koch,1899,6.61,84.34342827157838,0.0,1
1410,Ja-Cheol Koo,1644,6.61,83.73788601311571,0.0,1
1411,Manuel Gulde,1714,6.6,84.41191378419029,0.0,1
1412,Hanno Behrens,2643,6.6,86.61798734541321,0.0,1
1413,Mario Gomez,2216,6.6,85.6040008969286,0.0,1
1414,Milos Veljkovic,1878,6.6,84.80136057002511,0.0,1
1415,Felipe ,1098,6.6,82.94911366178633,0.0,1
1416,Jacob Bruun Larsen,1271,6.59,83.8677330117693,0.0,1
1417,Christian Günter,2880,6.59,87.68858592889273,0.0,1
1418,Pascal Stenzel,1453,6.59,84.29992395702504,0.0,1
1419,Suat Serdar ,1737,6.58,85.48213229010355,0.0,1
1420,Adam Bodzek,1604,6.57,85.67410092993129,0.0,1
1421,Renato Steffen,1507,6.57,85.44375740416314,0.0,1
1422,Matija Nastasic ,2451,6.57,87.68545109823674,0.0,1
1423,Patrick Herrmann,1075,6.56,84.92569806249941,0.0,1
1424,Tim Leibold,2768,6.55,89.45382420802468,0.0,1
1425,Christian Gentner,2024,6.55,87.68706561862768,0.0,1
1426,Alexander Nübel ,1589,6.55,86.65408176595605,0.0,1
1427,Mike Frantz,2233,6.54,88.69117328745244,0.0,1
1428,Santiago Ascacibar,2430,6.54,89.15898436555892,0.0,1
1429,Ondrej Petrák,1624,6.54,87.24499589371214,0.0,1
1430,Linton Maina ,1425,6.54,86.77243546455895,0.0,1
1431,Kevin Vogt,2395,6.54,89.07587072224055,0.0,1
1432,Elvis Rexhbecaj,1144,6.53,86.61295212692602,0.0,1
1433,Oliver Sorg ,1583,6.52,88.16323516612897,0.0,1
1434,Ron-Robert Zieler,3060,6.52,91.67063091416577,0.0,1
1435,Florent Muslija ,676,6.51,86.51720495085823,0.0,1
1436,Lukas Mühl,2790,6.51,91.53726900729009,0.0,1
1437,Takashi Usami,877,6.49,88.01011569993364,0.0,0
1438,Mark Uth ,1409,6.49,89.27344307837342,0.0,2
1439,Dominik Kohr,968,6.49,88.22621117256148,0.0,0
1440,Andreas Beck,1779,6.48,90.65987350646287,0.0,2
1441,Florian Müller ,2160,6.48,91.56462488087186,0.0,2
1442,Mijat Gacinovic,1623,6.47,90.79722460925291,0.0,2
1443,Anastasios Donis,961,6.45,90.24079038164876,0.0,2
1444,Stefan Ilsanker,928,6.44,90.67022657381483,0.0,2
1445,Marcin Kaminski,2430,6.44,94.23698920993621,0.0,2
1446,Mikael Ishak,1920,6.44,93.02590469301083,0.0,2
1447,Anthony Ujah ,724,6.43,90.69359325148247,0.0,2
1448,Patrick Erras,1219,6.43,91.86905763555711,0.0,2
1449,Sebastian Rudy ,1360,6.42,92.71168736879184,0.0,2
1450,Johannes Eggestein,1118,6.41,92.64481637657082,0.0,2
1451,Alexander Esswein,1259,6.4,93.48744610980555,0.0,2
1452,Matthias Ostrzolek ,1466,6.4,93.97900394314581,0.0,2
1453,Maximilian Philipp,761,6.4,92.30485769916072,0.0,0
1454,Guido Burgstaller ,1524,6.4,94.11673512350205,0.0,2
1455,Robert Bauer,1724,6.39,95.09947071261644,0.0,0
1456,Marvin Bakalorz ,1472,6.38,95.00885296516162,0.0,2
1457,Kevin Wimmer ,1679,6.38,95.50041079850195,0.0,2
1458,Florian Niederlechner,972,6.38,93.82151520347008,0.0,0
1459,Sebastian Kerk,1187,6.37,94.83987092543515,0.0,2
1460,Miiko Albornoz ,1660,6.37,95.9630924479954,0.0,2
1461,Alexandru Maxim ,565,6.36,93.8706232343286,0.0,2
1462,Yunus Malli,689,6.34,95.18068396810361,0.0,2
1463,Bobby Wood ,1186,6.33,96.86869818766274,0.0,2
1464,Fabian Johnson,1010,6.32,96.95855577998503,0.0,2
1465,Jetro Willems,720,6.31,96.77770036264167,0.0,2
1466,Federico Palacios,941,6.31,97.30250365330932,0.0,2
1467,Yuya Kubo,1363,6.31,98.30461672417698,0.0,2
1468,Sergio Córdova,516,6.29,97.30886752474697,0.0,2
1469,Lucas Höler,1004,6.27,99.4833101490334,0.0,2
1470,Erik Thommy,793,6.19,103.04465748910138,0.0,2
